"simulation","method","n_components","selected_rank","effective_rank","rmse","elbo","lambda","raw_rmse","rmse_gain","relative_rmse_gain"
79,"PCA (oracle)",3,3,3,0.175027064223646,NA,NA,1.2508501284762,1.07582306425256,0.860073513014012
79,"ICA (oracle)",3,3,3,0.175027064223646,NA,NA,1.2508501284762,1.07582306425256,0.860073513014012
79,"SoftImpute (oracle)",3,3,3,0.174229346046724,NA,1,1.2508501284762,1.07662078242948,0.86071125382625
80,"No denoising (Z)",NA,NA,NA,1.24861526706213,NA,NA,1.24861526706213,0,0
80,"EBMF= GB+pt Laplace",6,6,6,0.113866047921663,-331540.652689679,NA,1.24861526706213,1.13474921914047,0.9088061383475
80,"cEBMF= cGB + pt Normal",10,10,10,0.0805352998192404,NA,NA,1.24861526706213,1.16807996724289,0.935500308266507
80,"PCA (oracle)",3,3,3,0.17878750689154,NA,NA,1.24861526706213,1.06982776017059,0.85681137207924
80,"ICA (oracle)",3,3,3,0.17878750689154,NA,NA,1.24861526706213,1.06982776017059,0.85681137207924
80,"SoftImpute (oracle)",3,3,3,0.177998477142784,NA,1,1.24861526706213,1.07061678991935,0.857443295914845
81,"No denoising (Z)",NA,NA,NA,1.25271233707727,NA,NA,1.25271233707727,0,0
81,"EBMF= GB+pt Laplace",6,6,6,0.112376326706609,-331664.261502901,NA,1.25271233707727,1.14033601037066,0.910293589852562
81,"cEBMF= cGB + pt Normal",10,10,10,0.0835764177005291,NA,NA,1.25271233707727,1.16913591937674,0.933283631663177
81,"PCA (oracle)",3,3,3,0.17510081656392,NA,NA,1.25271233707727,1.07761152051335,0.86022264539004
81,"ICA (oracle)",3,3,3,0.17510081656392,NA,NA,1.25271233707727,1.07761152051335,0.86022264539004
81,"SoftImpute (oracle)",3,3,3,0.174315494532786,NA,1,1.25271233707727,1.07839684254448,0.86084954272943
82,"No denoising (Z)",NA,NA,NA,1.24962618090175,NA,NA,1.24962618090175,0,0
82,"EBMF= GB+pt Laplace",6,6,6,0.27570803387332,-330363.789376066,NA,1.24962618090175,0.973918147028427,0.779367591614986
82,"cEBMF= cGB + pt Normal",10,10,10,0.0847168938301204,NA,NA,1.24962618090175,1.16490928707163,0.932206210845401
82,"PCA (oracle)",3,3,3,0.177870007166342,NA,NA,1.24962618090175,1.07175617373541,0.857661427165372
82,"ICA (oracle)",3,3,3,0.177870007166342,NA,NA,1.24962618090175,1.0717561737354,0.857661427165371
82,"SoftImpute (oracle)",3,3,3,0.177021860935734,NA,1,1.24962618090175,1.07260431996601,0.858340147124645
83,"No denoising (Z)",NA,NA,NA,1.25080164356306,NA,NA,1.25080164356306,0,0
83,"EBMF= GB+pt Laplace",6,6,6,0.152174123217223,-330561.695095602,NA,1.25080164356306,1.09862752034584,0.878338724608855
83,"cEBMF= cGB + pt Normal",10,10,10,0.0801205699538178,NA,NA,1.25080164356306,1.17068107360925,0.935944623701018
83,"PCA (oracle)",3,3,3,0.175362666553749,NA,NA,1.25080164356306,1.07543897700931,0.859799779240611
83,"ICA (oracle)",3,3,3,0.175362666553749,NA,NA,1.25080164356306,1.07543897700931,0.859799779240611
83,"SoftImpute (oracle)",3,3,3,0.174569824055539,NA,1,1.25080164356306,1.07623181950752,0.860433646730544
84,"No denoising (Z)",NA,NA,NA,1.24937819087882,NA,NA,1.24937819087882,0,0
84,"EBMF= GB+pt Laplace",6,6,6,0.161380080314945,-330871.949891878,NA,1.24937819087882,1.08799811056387,0.870831681317064
84,"cEBMF= cGB + pt Normal",10,10,10,0.0822397824817095,NA,NA,1.24937819087882,1.16713840839711,0.934175429760094
84,"PCA (oracle)",3,3,3,0.177049484903928,NA,NA,1.24937819087882,1.07232870597489,0.858289918780004
84,"ICA (oracle)",3,3,3,0.177049484903928,NA,NA,1.24937819087882,1.07232870597489,0.858289918780005
84,"SoftImpute (oracle)",3,3,3,0.176144946278651,NA,1,1.24937819087882,1.07323324460016,0.859013909827616
85,"No denoising (Z)",NA,NA,NA,1.25095670273013,NA,NA,1.25095670273013,0,0
85,"EBMF= GB+pt Laplace",7,7,7,0.104435238027453,-332252.321689748,NA,1.25095670273013,1.14652146470267,0.916515705300167
85,"cEBMF= cGB + pt Normal",10,10,10,0.0766724552485106,NA,NA,1.25095670273013,1.17428424748162,0.93870894565641
85,"PCA (oracle)",3,3,3,0.173086988216378,NA,NA,1.25095670273013,1.07786971451375,0.861636307764588
85,"ICA (oracle)",3,3,3,0.173086988216377,NA,NA,1.25095670273013,1.07786971451375,0.861636307764588
85,"SoftImpute (oracle)",3,3,3,0.172238579796264,NA,1,1.25095670273013,1.07871812293386,0.862314515426182
86,"No denoising (Z)",NA,NA,NA,1.24912569916577,NA,NA,1.24912569916577,0,0
86,"EBMF= GB+pt Laplace",5,5,5,0.134179308771689,-330214.669550207,NA,1.24912569916577,1.11494639039408,0.892581420059406
86,"cEBMF= cGB + pt Normal",10,10,10,0.0858666609181785,NA,NA,1.24912569916577,1.16325903824759,0.931258590728279
86,"PCA (oracle)",3,3,3,0.175972591669871,NA,NA,1.24912569916577,1.0731531074959,0.85912339183527
86,"ICA (oracle)",3,3,3,0.175972591669871,NA,NA,1.24912569916577,1.0731531074959,0.85912339183527
86,"SoftImpute (oracle)",3,3,3,0.175080041479539,NA,1,1.24912569916577,1.07404565768623,0.859837931765821
87,"No denoising (Z)",NA,NA,NA,1.24806108030132,NA,NA,1.24806108030132,0,0
87,"EBMF= GB+pt Laplace",7,7,7,0.104520126297064,-331133.24585499,NA,1.24806108030132,1.14354095400425,0.916253997543269
87,"cEBMF= cGB + pt Normal",10,10,10,0.0770651563548882,NA,NA,1.24806108030132,1.17099592394643,0.938252095533431
87,"PCA (oracle)",3,3,3,0.177345509425631,NA,NA,1.24806108030132,1.07071557087569,0.857903181002316
87,"ICA (oracle)",3,3,3,0.177345509425631,NA,NA,1.24806108030132,1.07071557087569,0.857903181002316
87,"SoftImpute (oracle)",3,3,3,0.176553053103703,NA,1,1.24806108030132,1.07150802719761,0.858538130953432
88,"No denoising (Z)",NA,NA,NA,1.24721888483623,NA,NA,1.24721888483623,0,0
88,"EBMF= GB+pt Laplace",6,6,6,0.146855848510499,-330829.202623691,NA,1.24721888483623,1.10036303632573,0.882253347591203
88,"cEBMF= cGB + pt Normal",10,10,10,0.0763093483476642,NA,NA,1.24721888483623,1.17090953648856,0.93881639439922
88,"PCA (oracle)",3,3,3,0.173698476040267,NA,NA,1.24721888483623,1.07352040879596,0.860731361469823
88,"ICA (oracle)",3,3,3,0.173698476040268,NA,NA,1.24721888483623,1.07352040879596,0.860731361469823
88,"SoftImpute (oracle)",3,3,3,0.172925208620705,NA,1,1.24721888483623,1.07429367621552,0.861351354823807
89,"No denoising (Z)",NA,NA,NA,1.25121067555564,NA,NA,1.25121067555564,0,0
89,"EBMF= GB+pt Laplace",7,7,7,0.105735548554623,-331163.345118161,NA,1.25121067555564,1.14547512700102,0.915493409207312
89,"cEBMF= cGB + pt Normal",10,10,10,0.0774407824283218,NA,NA,1.25121067555564,1.17376989312732,0.938107319621508
89,"PCA (oracle)",3,3,3,0.174287167404943,NA,NA,1.25121067555564,1.0769235081507,0.860705178744143
89,"ICA (oracle)",3,3,3,0.174287167404943,NA,NA,1.25121067555564,1.0769235081507,0.860705178744143
89,"SoftImpute (oracle)",3,3,3,0.173462385888826,NA,1,1.25121067555564,1.07774828966681,0.861364365507995
90,"No denoising (Z)",NA,NA,NA,1.25108029408813,NA,NA,1.25108029408813,0,0
90,"EBMF= GB+pt Laplace",6,6,6,0.116686386456877,-331701.724281786,NA,1.25108029408813,1.13439390763125,0.906731496764621
90,"cEBMF= cGB + pt Normal",10,10,10,0.0773895573331024,NA,NA,1.25108029408813,1.17369073675502,0.93814181415949
90,"PCA (oracle)",3,3,3,0.174237296543231,NA,NA,1.25108029408813,1.07684299754489,0.860730524358369
90,"ICA (oracle)",3,3,3,0.174237296543231,NA,NA,1.25108029408813,1.07684299754489,0.860730524358369
90,"SoftImpute (oracle)",3,3,3,0.173473836200049,NA,1,1.25108029408813,1.07760645788808,0.86134076524122
91,"No denoising (Z)",NA,NA,NA,1.25131649871626,NA,NA,1.25131649871626,0,0
91,"EBMF= GB+pt Laplace",6,6,6,0.117110430977496,-330601.457565467,NA,1.25131649871626,1.13420606773877,0.906410223874104
91,"cEBMF= cGB + pt Normal",10,10,10,0.0787491917837849,NA,NA,1.25131649871626,1.17256730693248,0.937066927620171
91,"PCA (oracle)",3,3,3,0.175510964881229,NA,NA,1.25131649871626,1.07580553383503,0.859738950887895
91,"ICA (oracle)",3,3,3,0.175510964881229,NA,NA,1.25131649871626,1.07580553383503,0.859738950887895
91,"SoftImpute (oracle)",3,3,3,0.174704463079275,NA,1,1.25131649871626,1.07661203563699,0.860383473518885
92,"No denoising (Z)",NA,NA,NA,1.24880728808426,NA,NA,1.24880728808426,0,0
92,"EBMF= GB+pt Laplace",6,6,6,0.742939540032869,-330679.522951619,NA,1.24880728808426,0.505867748051392,0.405080714116764
92,"cEBMF= cGB + pt Normal",10,10,10,0.0830821310883934,NA,NA,1.24880728808426,1.16572515699587,0.933470815007938
92,"PCA (oracle)",3,3,3,0.172978141162201,NA,NA,1.24880728808426,1.07582914692206,0.861485320583323
92,"ICA (oracle)",3,3,3,0.172978141162201,NA,NA,1.24880728808426,1.07582914692206,0.861485320583323
92,"SoftImpute (oracle)",3,3,3,0.172240964304905,NA,1,1.24880728808426,1.07656632377936,0.862075625319955
93,"No denoising (Z)",NA,NA,NA,1.25052773090241,NA,NA,1.25052773090241,0,0
93,"EBMF= GB+pt Laplace",6,6,6,0.148719570492417,-330730.153925847,NA,1.25052773090241,1.10180816041,0.881074552113213
93,"cEBMF= cGB + pt Normal",10,10,10,0.0823947396892235,NA,NA,1.25052773090241,1.16813299121319,0.934112025144964
93,"PCA (oracle)",3,3,3,0.178842012383486,NA,NA,1.25052773090241,1.07168571851893,0.856986768094755
93,"ICA (oracle)",3,3,3,0.178842012383486,NA,NA,1.25052773090241,1.07168571851893,0.856986768094755
93,"SoftImpute (oracle)",3,3,3,0.177928512011479,NA,1,1.25052773090241,1.07259921889093,0.857717259989844
94,"No denoising (Z)",NA,NA,NA,1.24997609086704,NA,NA,1.24997609086704,0,0
94,"EBMF= GB+pt Laplace",6,6,6,0.143211521786887,-330320.632469416,NA,1.24997609086704,1.10676456908015,0.885428591128052
94,"cEBMF= cGB + pt Normal",10,10,10,0.0844450178139862,NA,NA,1.24997609086704,1.16553107305306,0.932442693559513
94,"PCA (oracle)",3,3,3,0.178644247337422,NA,NA,1.24997609086704,1.07133184352962,0.857081868491175
94,"ICA (oracle)",3,3,3,0.178644247337422,NA,NA,1.24997609086704,1.07133184352962,0.857081868491175
94,"SoftImpute (oracle)",3,3,3,0.177851237063923,NA,1,1.24997609086704,1.07212485380312,0.857716288844727
95,"No denoising (Z)",NA,NA,NA,1.25057298894246,NA,NA,1.25057298894246,0,0
95,"EBMF= GB+pt Laplace",6,6,6,0.123057389415529,-330900.228819693,NA,1.25057298894246,1.12751559952693,0.90159919452635
95,"cEBMF= cGB + pt Normal",10,10,10,0.0855835880813761,NA,NA,1.25057298894246,1.16498940086108,0.931564499762825
95,"PCA (oracle)",3,3,3,0.176323246679399,NA,NA,1.25057298894246,1.07424974226306,0.859006033043697
95,"ICA (oracle)",3,3,3,0.176323246679399,NA,NA,1.25057298894246,1.07424974226306,0.859006033043697
95,"SoftImpute (oracle)",3,3,3,0.175418827173765,NA,1,1.25057298894246,1.07515416176869,0.859729237137844
96,"No denoising (Z)",NA,NA,NA,1.25274962154756,NA,NA,1.25274962154756,0,0
96,"EBMF= GB+pt Laplace",6,6,6,0.117175878031511,-331225.97992342,NA,1.25274962154756,1.13557374351605,0.906465046154426
96,"cEBMF= cGB + pt Normal",10,10,10,0.0830829227133743,NA,NA,1.25274962154756,1.16966669883419,0.933679546747147
96,"PCA (oracle)",3,3,3,0.177624939186573,NA,NA,1.25274962154756,1.07512468236099,0.858211939455909
96,"ICA (oracle)",3,3,3,0.177624939186573,NA,NA,1.25274962154756,1.07512468236099,0.858211939455909
96,"SoftImpute (oracle)",3,3,3,0.176826336291843,NA,1,1.25274962154756,1.07592328525572,0.858849419508581
97,"No denoising (Z)",NA,NA,NA,1.25463215324183,NA,NA,1.25463215324183,0,0
97,"EBMF= GB+pt Laplace",6,6,6,0.157072527962398,-331083.720537576,NA,1.25463215324183,1.09755962527944,0.874805912189848
97,"cEBMF= cGB + pt Normal",10,10,10,0.0832773489580831,NA,NA,1.25463215324183,1.17135480428375,0.933624091537186
97,"PCA (oracle)",3,3,3,0.180260310397355,NA,NA,1.25463215324183,1.07437184284448,0.856324174435047
97,"ICA (oracle)",3,3,3,0.180260310397355,NA,NA,1.25463215324183,1.07437184284448,0.856324174435047
97,"SoftImpute (oracle)",3,3,3,0.179399248364453,NA,1,1.25463215324183,1.07523290487738,0.857010480800365
98,"No denoising (Z)",NA,NA,NA,1.25354172118408,NA,NA,1.25354172118408,0,0
98,"EBMF= GB+pt Laplace",6,6,6,0.116029658120425,-332337.710704432,NA,1.25354172118408,1.13751206306366,0.907438535024726
98,"cEBMF= cGB + pt Normal",10,10,10,0.0755699254967446,NA,NA,1.25354172118408,1.17797179568734,0.939714870099926
98,"PCA (oracle)",3,3,3,0.173445354595027,NA,NA,1.25354172118408,1.08009636658905,0.861635754387822
98,"ICA (oracle)",3,3,3,0.173445354595027,NA,NA,1.25354172118408,1.08009636658905,0.861635754387822
98,"SoftImpute (oracle)",3,3,3,0.172641085668721,NA,1,1.25354172118408,1.08090063551536,0.862277351641997
99,"No denoising (Z)",NA,NA,NA,1.25403421016109,NA,NA,1.25403421016109,0,0
99,"EBMF= GB+pt Laplace",7,7,7,0.106653644648642,-332771.713884844,NA,1.25403421016109,1.14738056551245,0.914951566883536
99,"cEBMF= cGB + pt Normal",10,10,10,0.0787147676651087,NA,NA,1.25403421016109,1.17531944249598,0.937230765295472
99,"PCA (oracle)",3,3,3,0.175017463160334,NA,NA,1.25403421016109,1.07901674700075,0.860436452417153
99,"ICA (oracle)",3,3,3,0.175017463160334,NA,NA,1.25403421016109,1.07901674700075,0.860436452417153
99,"SoftImpute (oracle)",3,3,3,0.174154707405206,NA,1,1.25403421016109,1.07987950275588,0.861124436642893
